"1.0.1.0","CN","China","Fujian","Fuzhou","26.061390","119.306110","350004","+08:00","1.0.1.0"
"1.0.4.0","AU","Australia","Tasmania","Glebe","-42.874710","147.328130","7000","+11:00","1.0.4.0"
"1.0.5.0","AU","Australia","Victoria","Melbourne","-37.814000","144.963320","3000","+11:00","1.0.5.0"
"1.0.8.0","CN","China","Guangdong","Guangzhou","23.127361","113.264250","510140","+08:00","1.0.8.0"
"1.0.16.0","JP","Japan","Tokyo","Tokyo","35.689506","139.691700","160-0021","+09:00"
